"SiglaEmpresa";"NumeroVoo";"DI";"TipoLinha";"AeroportoOrigem";"AeroportoDestino";"PartidaPrevista";"PartidaReal";"ChegadaPrevista";"ChegadaReal";"Situacao";"Justificativa"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"26/12/2014 04:35";"26/12/2014 04:35";"26/12/2014 06:05";"26/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"17/12/2014 05:15";"  ";"17/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"15/12/2014 02:46";"15/12/2014 02:46";"15/12/2014 06:05";"15/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"17/12/2014 04:35";"17/12/2014 04:35";"17/12/2014 06:05";"17/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"26/12/2014 05:15";"  ";"26/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"22/12/2014 18:05";"22/12/2014 18:05";"23/12/2014 06:05";"23/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"18/12/2014 04:35";"18/12/2014 04:35";"18/12/2014 06:05";"18/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"30/12/2014 04:55";"30/12/2014 04:55";"30/12/2014 06:05";"30/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"18/12/2014 05:15";"  ";"18/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"30/12/2014 18:05";"30/12/2014 18:05";"31/12/2014 06:05";"31/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"30/12/2014 05:15";"  ";"30/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"18/12/2014 18:05";"18/12/2014 18:05";"19/12/2014 06:05";"19/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"18/12/2014 03:29";"  ";"18/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"30/12/2014 04:35";"30/12/2014 04:35";"30/12/2014 06:05";"30/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"18/12/2014 04:55";"18/12/2014 04:55";"18/12/2014 06:05";"18/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"30/12/2014 03:29";"30/12/2014 03:29";"30/12/2014 06:05";"30/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"06/12/2014 04:55";"06/12/2014 04:55";"06/12/2014 06:05";"06/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"29/12/2014 04:55";"29/12/2014 04:55";"29/12/2014 06:05";"29/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"11/12/2014 03:29";"  ";"11/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"29/12/2014 18:05";"29/12/2014 18:05";"30/12/2014 06:05";"30/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"11/12/2014 05:15";"  ";"11/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"31/12/2014 04:35";"31/12/2014 04:35";"31/12/2014 06:05";"31/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"31/12/2014 05:15";"  ";"31/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"29/12/2014 04:35";"29/12/2014 04:35";"29/12/2014 06:05";"29/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"06/12/2014 03:29";"06/12/2014 03:29";"06/12/2014 06:05";"06/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"07/12/2014 18:05";"07/12/2014 18:05";"08/12/2014 06:05";"08/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"06/12/2014 05:15";"  ";"06/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"07/12/2014 03:29";"07/12/2014 03:29";"07/12/2014 06:05";"07/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"11/12/2014 04:35";"11/12/2014 04:35";"11/12/2014 06:05";"11/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"29/12/2014 02:46";"29/12/2014 02:46";"29/12/2014 06:05";"29/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"11/12/2014 18:05";"  ";"12/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"06/12/2014 18:05";"06/12/2014 18:05";"07/12/2014 06:05";"07/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"11/12/2014 04:55";"11/12/2014 04:55";"11/12/2014 06:05";"11/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"29/12/2014 05:15";"  ";"29/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"31/12/2014 03:29";"31/12/2014 03:29";"31/12/2014 06:05";"31/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"31/12/2014 18:05";"31/12/2014 18:05";"01/01/2015 06:05";"01/01/2015 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"06/12/2014 04:35";"06/12/2014 04:35";"06/12/2014 06:05";"06/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"29/12/2014 03:29";"29/12/2014 03:29";"29/12/2014 06:05";"29/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"07/12/2014 02:46";"07/12/2014 02:46";"07/12/2014 06:05";"07/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"31/12/2014 04:55";"31/12/2014 04:55";"31/12/2014 06:05";"31/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"07/12/2014 04:35";"  ";"07/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"31/12/2014 02:46";"31/12/2014 02:46";"31/12/2014 06:05";"31/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"20/12/2014 04:55";"20/12/2014 04:55";"20/12/2014 06:05";"20/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"20/12/2014 18:05";"20/12/2014 18:05";"21/12/2014 06:05";"21/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"28/12/2014 04:35";"  ";"28/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"20/12/2014 02:46";"20/12/2014 02:46";"20/12/2014 06:05";"20/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"02/12/2014 05:15";"  ";"02/12/2014 06:05";"  ";"Cancelado";"XN"
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"05/12/2014 05:15";"  ";"05/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"02/12/2014 02:46";"02/12/2014 02:46";"02/12/2014 06:05";"02/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"25/12/2014 18:05";"25/12/2014 18:05";"26/12/2014 06:05";"26/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"09/12/2014 05:15";"  ";"09/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"28/12/2014 03:29";"28/12/2014 03:29";"28/12/2014 06:05";"28/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"05/12/2014 02:46";"05/12/2014 02:46";"05/12/2014 06:05";"05/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"28/12/2014 02:46";"28/12/2014 02:46";"28/12/2014 06:05";"28/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"05/12/2014 18:05";"05/12/2014 18:05";"06/12/2014 06:05";"06/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"25/12/2014 05:15";"  ";"25/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"20/12/2014 04:35";"20/12/2014 04:35";"20/12/2014 06:05";"20/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"05/12/2014 04:35";"05/12/2014 04:35";"05/12/2014 06:05";"05/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"25/12/2014 02:46";"25/12/2014 02:46";"25/12/2014 06:05";"25/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"02/12/2014 18:05";"02/12/2014 18:05";"03/12/2014 06:05";"03/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"28/12/2014 18:05";"28/12/2014 18:05";"29/12/2014 06:05";"29/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"02/12/2014 04:35";"02/12/2014 04:35";"02/12/2014 06:05";"02/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"05/12/2014 03:29";"05/12/2014 03:29";"05/12/2014 06:05";"05/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"09/12/2014 04:35";"09/12/2014 04:35";"09/12/2014 06:05";"09/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"20/12/2014 05:15";"  ";"20/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"25/12/2014 03:29";"  ";"25/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"02/12/2014 04:55";"02/12/2014 04:55";"02/12/2014 06:05";"02/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"05/12/2014 04:55";"05/12/2014 04:55";"05/12/2014 06:05";"05/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"09/12/2014 03:29";"09/12/2014 03:29";"09/12/2014 06:05";"09/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"09/12/2014 02:46";"09/12/2014 02:46";"09/12/2014 06:05";"09/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"25/12/2014 04:35";"25/12/2014 04:35";"25/12/2014 06:05";"25/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"09/12/2014 04:55";"09/12/2014 04:55";"09/12/2014 06:05";"09/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"02/12/2014 03:29";"02/12/2014 03:29";"02/12/2014 06:05";"02/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"25/12/2014 04:55";"  ";"25/12/2014 06:05";"  ";"Cancelado";"XA"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"24/12/2014 18:05";"24/12/2014 18:05";"25/12/2014 06:05";"25/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"14/12/2014 04:35";"  ";"14/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"21/12/2014 02:46";"21/12/2014 02:46";"21/12/2014 06:05";"21/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"21/12/2014 04:35";"  ";"21/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"24/12/2014 04:35";"24/12/2014 04:35";"24/12/2014 06:05";"24/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"27/12/2014 05:15";"  ";"27/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"04/12/2014 03:29";"  ";"04/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"21/12/2014 03:29";"21/12/2014 03:29";"21/12/2014 06:05";"21/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"04/12/2014 05:15";"  ";"04/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"27/12/2014 04:55";"27/12/2014 04:55";"27/12/2014 06:05";"27/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"21/12/2014 18:05";"21/12/2014 18:05";"22/12/2014 06:05";"22/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"27/12/2014 02:46";"27/12/2014 02:46";"27/12/2014 06:05";"27/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"04/12/2014 18:05";"  ";"05/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"04/12/2014 04:35";"04/12/2014 04:35";"04/12/2014 06:05";"04/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"14/12/2014 18:05";"14/12/2014 18:05";"15/12/2014 06:05";"15/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"04/12/2014 02:46";"04/12/2014 02:46";"04/12/2014 06:05";"04/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"27/12/2014 04:35";"27/12/2014 04:35";"27/12/2014 06:05";"27/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"24/12/2014 04:55";"24/12/2014 04:55";"24/12/2014 06:05";"24/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"24/12/2014 05:15";"  ";"24/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"27/12/2014 03:29";"27/12/2014 03:29";"27/12/2014 06:05";"27/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"27/12/2014 18:05";"27/12/2014 18:05";"28/12/2014 06:05";"28/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"14/12/2014 03:29";"14/12/2014 03:29";"14/12/2014 06:05";"14/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"14/12/2014 02:46";"14/12/2014 02:46";"14/12/2014 06:05";"14/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"24/12/2014 03:29";"24/12/2014 03:29";"24/12/2014 06:05";"24/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"04/12/2014 04:55";"04/12/2014 04:55";"04/12/2014 06:05";"04/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"13/12/2014 18:05";"13/12/2014 18:05";"14/12/2014 06:05";"14/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"12/12/2014 04:55";"12/12/2014 04:55";"12/12/2014 06:05";"12/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"12/12/2014 05:15";"  ";"12/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"12/12/2014 03:29";"12/12/2014 03:29";"12/12/2014 06:05";"12/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"12/12/2014 02:46";"12/12/2014 02:46";"12/12/2014 06:05";"12/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"13/12/2014 04:55";"13/12/2014 04:55";"13/12/2014 06:05";"13/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"10/12/2014 18:05";"  ";"11/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"10/12/2014 04:35";"10/12/2014 04:35";"10/12/2014 06:05";"10/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"10/12/2014 03:29";"10/12/2014 03:29";"10/12/2014 06:05";"10/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"13/12/2014 02:46";"13/12/2014 02:46";"13/12/2014 06:05";"13/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"10/12/2014 04:55";"10/12/2014 04:55";"10/12/2014 06:05";"10/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"13/12/2014 05:15";"  ";"13/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"12/12/2014 04:35";"12/12/2014 04:35";"12/12/2014 06:05";"12/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"10/12/2014 05:15";"  ";"10/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"10/12/2014 02:46";"  ";"10/12/2014 06:05";"  ";"Cancelado";"XO"
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"13/12/2014 03:29";"13/12/2014 03:29";"13/12/2014 06:05";"13/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"13/12/2014 04:35";"13/12/2014 04:35";"13/12/2014 06:05";"13/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"23/12/2014 04:55";"23/12/2014 04:55";"23/12/2014 06:05";"23/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"01/12/2014 18:05";"01/12/2014 18:05";"02/12/2014 06:05";"02/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"01/12/2014 03:29";"01/12/2014 03:29";"01/12/2014 06:05";"01/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"23/12/2014 04:35";"23/12/2014 04:35";"23/12/2014 06:05";"23/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"01/12/2014 04:35";"01/12/2014 04:35";"01/12/2014 06:05";"01/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"01/12/2014 05:15";"  ";"01/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"23/12/2014 18:05";"23/12/2014 18:05";"24/12/2014 06:05";"24/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"23/12/2014 05:15";"  ";"23/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"19/12/2014 04:35";"19/12/2014 04:35";"19/12/2014 06:05";"19/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"16/12/2014 02:46";"16/12/2014 02:46";"16/12/2014 06:05";"16/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"08/12/2014 04:55";"08/12/2014 04:55";"08/12/2014 06:05";"08/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"16/12/2014 18:05";"16/12/2014 18:05";"17/12/2014 06:05";"17/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"19/12/2014 03:29";"19/12/2014 03:29";"19/12/2014 06:05";"19/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"16/12/2014 03:29";"16/12/2014 03:29";"16/12/2014 06:05";"16/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"19/12/2014 02:46";"19/12/2014 02:46";"19/12/2014 06:05";"19/12/2014 06:05";"Realizado";"  "
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"08/12/2014 18:05";"08/12/2014 18:05";"09/12/2014 06:05";"09/12/2014 06:05";"Realizado";"  "
"GLO";" 1161";"0";"R";"SBSV";"SBGR";"08/12/2014 03:29";"08/12/2014 03:29";"08/12/2014 06:05";"08/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"08/12/2014 02:46";"08/12/2014 02:46";"08/12/2014 06:05";"08/12/2014 06:05";"Realizado";"  "
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"19/12/2014 04:55";"19/12/2014 04:55";"19/12/2014 06:05";"19/12/2014 06:05";"Realizado";"  "
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"16/12/2014 04:35";"16/12/2014 04:35";"16/12/2014 06:05";"16/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"16/12/2014 05:15";"  ";"16/12/2014 06:05";"  ";"Cancelado";"XN"
"TAM";" 8085";"0";"I";"EGLL";"SBGR";"19/12/2014 18:05";"19/12/2014 18:05";"20/12/2014 06:05";"20/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"08/12/2014 05:15";"  ";"08/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1331";"0";"N";"SBUL";"SBSP";"16/12/2014 04:55";"16/12/2014 04:55";"16/12/2014 06:05";"16/12/2014 06:05";"Realizado";"  "
"AZU";" 5193";"0";"N";"SBFL";"SBCT";"19/12/2014 05:15";"  ";"19/12/2014 06:05";"  ";"Cancelado";"XN"
"GLO";" 1093";"0";"N";"SBSG";"SBSV";"08/12/2014 04:35";"08/12/2014 04:35";"08/12/2014 06:05";"08/12/2014 06:05";"Realizado";"  "
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"11/12/2014 02:46";"11/12/2014 03:02";"11/12/2014 06:05";"11/12/2014 06:04";"Realizado";"AR"
"TAM";" 3585";"0";"N";"SBRB";"SBBR";"30/12/2014 02:46";"30/12/2014 03:02";"30/12/2014 06:05";"30/12/2014 06:03";"Realizado";"AR"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"03/12/2014 03:10";"03/12/2014 04:11";"03/12/2014 06:07";"03/12/2014 07:11";"Realizado";"AJ"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"02/12/2014 03:10";"02/12/2014 04:07";"02/12/2014 06:07";"02/12/2014 07:10";"Realizado";"AJ"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"04/12/2014 03:10";"04/12/2014 04:07";"04/12/2014 06:07";"04/12/2014 07:10";"Realizado";"AJ"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"06/12/2014 03:10";"06/12/2014 04:13";"06/12/2014 06:07";"06/12/2014 07:09";"Realizado";"TC"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"05/12/2014 03:10";"05/12/2014 04:14";"05/12/2014 06:07";"05/12/2014 07:09";"Realizado";"AJ"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"01/12/2014 03:10";"01/12/2014 04:01";"01/12/2014 06:07";"01/12/2014 07:07";"Realizado";"AJ"
"GEC";" 8262";"0";"G";"GOOY";"SBKP";"11/12/2014 23:19";"11/12/2014 23:33";"12/12/2014 06:07";"12/12/2014 06:39";"Realizado";"MX"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"23/12/2014 03:10";"23/12/2014 03:52";"23/12/2014 06:07";"23/12/2014 06:39";"Realizado";"WO"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"24/12/2014 03:10";"24/12/2014 03:46";"24/12/2014 06:07";"24/12/2014 06:33";"Realizado";"AS"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"17/12/2014 03:10";"17/12/2014 03:32";"17/12/2014 06:07";"17/12/2014 06:26";"Realizado";"AR"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"11/12/2014 03:10";"11/12/2014 03:26";"11/12/2014 06:07";"11/12/2014 06:19";"Realizado";"AR"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"20/12/2014 03:10";"20/12/2014 03:26";"20/12/2014 06:07";"20/12/2014 06:16";"Realizado";"AS"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"19/12/2014 03:10";"19/12/2014 03:26";"19/12/2014 06:07";"19/12/2014 06:13";"Realizado";"AR"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"16/12/2014 03:10";"16/12/2014 03:33";"16/12/2014 06:07";"16/12/2014 06:11";"Realizado";"AR"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"15/12/2014 03:10";"15/12/2014 03:10";"15/12/2014 06:07";"15/12/2014 06:07";"Realizado";"  "
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"26/12/2014 03:10";"26/12/2014 03:10";"26/12/2014 06:07";"26/12/2014 06:07";"Realizado";"  "
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"22/12/2014 03:10";"22/12/2014 03:10";"22/12/2014 06:07";"22/12/2014 06:07";"Realizado";"  "
"LCO";" 1507";"0";"G";"SGAS";"SBKP";"18/12/2014 04:30";"  ";"18/12/2014 06:07";"  ";"Cancelado";"XN"
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"30/12/2014 03:10";"30/12/2014 03:10";"30/12/2014 06:07";"30/12/2014 06:07";"Realizado";"  "
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"18/12/2014 03:10";"18/12/2014 03:10";"18/12/2014 06:07";"18/12/2014 06:07";"Realizado";"  "
"GEC";" 8262";"0";"G";"GOOY";"SBKP";"18/12/2014 23:19";"18/12/2014 23:19";"19/12/2014 06:07";"19/12/2014 06:07";"Realizado";"  "
"TAM";" 3646";"0";"N";"SBGR";"SBRF";"07/12/2014 03:10";"07/12/2014 03:10";"07/12/2014 06:07";"07/12/2014 06:07";"Realizado";"  "
"LCO";" 1507";"0";"G";"SGAS";"SBKP";"11/12/2014 04:30";"  ";"11/12/2014 06:07";"  ";"Cancelado";"XN"
