"SiglaEmpresa";"NumeroVoo";"DI";"TipoLinha";"AeroportoOrigem";"AeroportoDestino";"PartidaPrevista";"PartidaReal";"ChegadaPrevista";"ChegadaReal";"Situacao";"Justificativa"
"LAE";" 2885";"0";"G";"SEGU";"SPIM";"24/12/2014 05:15";"  ";"24/12/2014 06:15";"  ";"Cancelado";"XN"
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"04/12/2014 21:20";"04/12/2014 21:20";"05/12/2014 06:15";"05/12/2014 06:15";"Realizado";"  "
"GLO";" 1901";"0";"N";"SBSL";"SBGR";"21/12/2014 02:50";"21/12/2014 02:50";"21/12/2014 06:15";"21/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"21/12/2014 21:20";"21/12/2014 21:20";"22/12/2014 06:15";"22/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"24/12/2014 21:20";"24/12/2014 21:20";"25/12/2014 06:15";"25/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"13/12/2014 21:20";"13/12/2014 21:20";"14/12/2014 06:15";"14/12/2014 06:15";"Realizado";"  "
"LAE";" 2885";"0";"G";"SEGU";"SPIM";"10/12/2014 05:15";"  ";"10/12/2014 06:15";"  ";"Cancelado";"XN"
"TAM";" 3171";"0";"N";"SBSV";"SBGR";"10/12/2014 03:43";"10/12/2014 03:43";"10/12/2014 06:15";"10/12/2014 06:15";"Realizado";"  "
"GLO";" 1901";"0";"N";"SBSL";"SBGR";"12/12/2014 02:50";"12/12/2014 02:50";"12/12/2014 06:15";"12/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"13/12/2014 05:00";"13/12/2014 05:00";"13/12/2014 06:15";"13/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"10/12/2014 05:00";"10/12/2014 05:00";"10/12/2014 06:15";"10/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"10/12/2014 05:05";"10/12/2014 05:05";"10/12/2014 06:15";"10/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"12/12/2014 05:05";"12/12/2014 05:05";"12/12/2014 06:15";"12/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"10/12/2014 21:20";"10/12/2014 21:20";"11/12/2014 06:15";"11/12/2014 06:15";"Realizado";"  "
"LAE";" 2899";"0";"G";"SEQU";"SKBO";"13/12/2014 05:15";"  ";"13/12/2014 06:15";"  ";"Cancelado";"XN"
"TAM";" 3171";"0";"N";"SBSV";"SBGR";"13/12/2014 03:43";"13/12/2014 03:43";"13/12/2014 06:15";"13/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"12/12/2014 05:00";"12/12/2014 05:00";"12/12/2014 06:15";"12/12/2014 06:15";"Realizado";"  "
"TAM";" 3171";"0";"N";"SBSV";"SBGR";"12/12/2014 03:43";"12/12/2014 03:43";"12/12/2014 06:15";"12/12/2014 06:15";"Realizado";"  "
"GLO";" 1901";"0";"N";"SBSL";"SBGR";"10/12/2014 02:50";"10/12/2014 02:50";"10/12/2014 06:15";"10/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"01/12/2014 05:05";"01/12/2014 05:05";"01/12/2014 06:15";"01/12/2014 06:15";"Realizado";"  "
"TAM";" 3171";"0";"N";"SBSV";"SBGR";"01/12/2014 03:43";"01/12/2014 03:43";"01/12/2014 06:15";"01/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"01/12/2014 05:00";"01/12/2014 05:00";"01/12/2014 06:15";"01/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"01/12/2014 21:20";"01/12/2014 21:20";"02/12/2014 06:15";"02/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"23/12/2014 21:20";"23/12/2014 21:20";"24/12/2014 06:15";"24/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"23/12/2014 05:05";"23/12/2014 05:05";"23/12/2014 06:15";"23/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"23/12/2014 05:00";"23/12/2014 05:00";"23/12/2014 06:15";"23/12/2014 06:15";"Realizado";"  "
"GLO";" 1901";"0";"N";"SBSL";"SBGR";"19/12/2014 02:50";"19/12/2014 02:50";"19/12/2014 06:15";"19/12/2014 06:15";"Realizado";"  "
"TAM";" 3171";"0";"N";"SBSV";"SBGR";"19/12/2014 03:43";"19/12/2014 03:43";"19/12/2014 06:15";"19/12/2014 06:15";"Realizado";"  "
"TAM";" 3171";"0";"N";"SBSV";"SBGR";"08/12/2014 03:43";"08/12/2014 03:43";"08/12/2014 06:15";"08/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"16/12/2014 05:05";"16/12/2014 05:05";"16/12/2014 06:15";"16/12/2014 06:15";"Realizado";"  "
"GLO";" 1901";"0";"N";"SBSL";"SBGR";"08/12/2014 02:50";"08/12/2014 02:50";"08/12/2014 06:15";"08/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"19/12/2014 05:00";"19/12/2014 05:00";"19/12/2014 06:15";"19/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"19/12/2014 05:05";"19/12/2014 05:05";"19/12/2014 06:15";"19/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"19/12/2014 21:20";"19/12/2014 21:20";"20/12/2014 06:15";"20/12/2014 06:15";"Realizado";"  "
"TAM";" 8087";"0";"I";"KMCO";"SBGR";"16/12/2014 21:20";"16/12/2014 21:20";"17/12/2014 06:15";"17/12/2014 06:15";"Realizado";"  "
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"08/12/2014 05:05";"08/12/2014 05:05";"08/12/2014 06:15";"08/12/2014 06:15";"Realizado";"  "
"TAP";" 0064";"0";"I";"SBGL";"LPPR";"19/12/2014 20:15";"19/12/2014 20:15";"20/12/2014 06:15";"20/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"08/12/2014 05:00";"08/12/2014 05:00";"08/12/2014 06:15";"08/12/2014 06:15";"Realizado";"  "
"GLO";" 1071";"0";"N";"SBDN";"SBSP";"16/12/2014 05:00";"16/12/2014 05:00";"16/12/2014 06:15";"16/12/2014 06:15";"Realizado";"  "
"RIO";" 5975";"0";"L";"SBCF";"SBSV";"12/12/2014 04:55";"12/12/2014 04:40";"12/12/2014 06:15";"12/12/2014 06:14";"Realizado";"MX"
"RIO";" 5975";"0";"L";"SBCF";"SBSV";"16/12/2014 04:55";"16/12/2014 04:38";"16/12/2014 06:15";"16/12/2014 06:13";"Realizado";"MX"
"RIO";" 5975";"0";"L";"SBCF";"SBSV";"19/12/2014 04:55";"19/12/2014 04:39";"19/12/2014 06:15";"19/12/2014 06:12";"Realizado";"MX"
"RIO";" 5975";"0";"L";"SBCF";"SBSV";"27/12/2014 04:55";"27/12/2014 04:34";"27/12/2014 06:15";"27/12/2014 06:10";"Realizado";"MX"
"RIO";" 5975";"0";"L";"SBCF";"SBSV";"13/12/2014 04:55";"13/12/2014 04:37";"13/12/2014 06:15";"13/12/2014 06:10";"Realizado";"MX"
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"31/12/2014 05:05";"31/12/2014 04:52";"31/12/2014 06:15";"31/12/2014 05:58";"Realizado";"AT"
"TAM";" 3893";"0";"N";"SBEG";"SBSN";"29/12/2014 05:05";"29/12/2014 04:54";"29/12/2014 06:15";"29/12/2014 05:58";"Realizado";"AT"
"MPH";" 0073";"0";"G";"GCTS";"SBKP";"17/12/2014 22:05";"18/12/2014 01:36";"18/12/2014 06:16";"18/12/2014 09:43";"Realizado";"  "
"MPH";" 0073";"0";"G";"GCTS";"SBKP";"10/12/2014 22:05";"10/12/2014 23:17";"11/12/2014 06:16";"11/12/2014 07:36";"Realizado";"  "
"MPH";" 0073";"0";"G";"GCTS";"SBKP";"03/12/2014 22:05";"03/12/2014 22:07";"04/12/2014 06:16";"04/12/2014 06:19";"Realizado";"  "
"MPH";" 0073";"0";"G";"GCTS";"SBKP";"31/12/2014 22:05";"31/12/2014 22:05";"01/01/2015 06:16";"01/01/2015 06:16";"Realizado";"  "
"MPH";" 0073";"0";"G";"GCTS";"SBKP";"24/12/2014 22:05";"24/12/2014 22:05";"25/12/2014 06:16";"25/12/2014 06:16";"Realizado";"  "
"TAM";" 3789";"0";"N";"SBPS";"SBCF";"15/12/2014 05:05";"15/12/2014 05:05";"15/12/2014 06:17";"15/12/2014 06:17";"Realizado";"  "
"TAM";" 3789";"0";"N";"SBPS";"SBCF";"29/12/2014 05:05";"  ";"29/12/2014 06:17";"  ";"Cancelado";"XN"
"TAM";" 3479";"0";"N";"SBPS";"SBCF";"06/12/2014 05:05";"06/12/2014 05:05";"06/12/2014 06:17";"06/12/2014 06:17";"Realizado";"  "
"TAM";" 3479";"0";"N";"SBPS";"SBCF";"27/12/2014 05:05";"27/12/2014 05:05";"27/12/2014 06:17";"27/12/2014 06:17";"Realizado";"  "
"TAM";" 3479";"0";"N";"SBPS";"SBCF";"13/12/2014 05:05";"13/12/2014 05:05";"13/12/2014 06:17";"13/12/2014 06:17";"Realizado";"  "
"TAM";" 3409";"0";"N";"SBPS";"SBCF";"01/12/2014 05:05";"  ";"01/12/2014 06:17";"  ";"Cancelado";"XN"
"TAM";" 3789";"0";"N";"SBPS";"SBCF";"22/12/2014 05:05";"22/12/2014 04:54";"22/12/2014 06:17";"22/12/2014 06:11";"Realizado";"AT"
"TAM";" 3789";"0";"N";"SBPS";"SBCF";"08/12/2014 05:05";"08/12/2014 04:49";"08/12/2014 06:17";"08/12/2014 06:06";"Realizado";"AT"
"TAM";" 3479";"0";"N";"SBPS";"SBCF";"20/12/2014 05:05";"20/12/2014 04:53";"20/12/2014 06:17";"20/12/2014 06:02";"Realizado";"AT"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"22/12/2014 03:32";"22/12/2014 05:04";"22/12/2014 06:18";"22/12/2014 08:13";"Realizado";"TD"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"19/12/2014 03:32";"19/12/2014 03:58";"19/12/2014 06:18";"19/12/2014 07:17";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"18/12/2014 03:32";"18/12/2014 03:30";"18/12/2014 06:18";"18/12/2014 06:59";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"17/12/2014 03:32";"17/12/2014 03:29";"17/12/2014 06:18";"17/12/2014 06:53";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"13/12/2014 03:32";"13/12/2014 03:32";"13/12/2014 06:18";"13/12/2014 06:51";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"08/12/2014 03:32";"08/12/2014 03:26";"08/12/2014 06:18";"08/12/2014 06:48";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"14/12/2014 03:32";"14/12/2014 03:22";"14/12/2014 06:18";"14/12/2014 06:43";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"10/12/2014 03:32";"10/12/2014 03:32";"10/12/2014 06:18";"10/12/2014 06:43";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"01/12/2014 03:32";"01/12/2014 03:28";"01/12/2014 06:18";"01/12/2014 06:43";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"16/12/2014 03:32";"16/12/2014 03:23";"16/12/2014 06:18";"16/12/2014 06:43";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"23/12/2014 03:32";"23/12/2014 03:43";"23/12/2014 06:18";"23/12/2014 06:42";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"20/12/2014 03:32";"20/12/2014 03:26";"20/12/2014 06:18";"20/12/2014 06:41";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"11/12/2014 03:32";"11/12/2014 03:27";"11/12/2014 06:18";"11/12/2014 06:39";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"24/12/2014 03:32";"24/12/2014 03:32";"24/12/2014 06:18";"24/12/2014 06:39";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"04/12/2014 03:32";"04/12/2014 03:26";"04/12/2014 06:18";"04/12/2014 06:39";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"15/12/2014 03:32";"15/12/2014 03:22";"15/12/2014 06:18";"15/12/2014 06:38";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"21/12/2014 03:32";"21/12/2014 03:32";"21/12/2014 06:18";"21/12/2014 06:38";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"07/12/2014 03:32";"07/12/2014 03:29";"07/12/2014 06:18";"07/12/2014 06:37";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"06/12/2014 03:32";"06/12/2014 03:35";"06/12/2014 06:18";"06/12/2014 06:36";"Realizado";"AJ"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"29/12/2014 03:32";"29/12/2014 03:24";"29/12/2014 06:18";"29/12/2014 06:36";"Realizado";"AJ"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"03/12/2014 05:40";"  ";"03/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"17/12/2014 05:40";"  ";"17/12/2014 06:18";"  ";"Cancelado";"XI"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"26/12/2014 03:32";"26/12/2014 03:32";"26/12/2014 06:18";"26/12/2014 06:18";"Realizado";"  "
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"03/12/2014 03:32";"03/12/2014 03:32";"03/12/2014 06:18";"03/12/2014 06:18";"Realizado";"  "
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"26/12/2014 05:40";"26/12/2014 05:40";"26/12/2014 06:18";"26/12/2014 06:18";"Realizado";"  "
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"18/12/2014 05:40";"  ";"18/12/2014 06:18";"  ";"Cancelado";"XI"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"30/12/2014 03:32";"30/12/2014 03:32";"30/12/2014 06:18";"30/12/2014 06:18";"Realizado";"  "
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"30/12/2014 05:40";"  ";"30/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"11/12/2014 05:40";"  ";"11/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"31/12/2014 05:40";"  ";"31/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"06/12/2014 05:40";"  ";"06/12/2014 06:18";"  ";"Cancelado";"XI"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"31/12/2014 03:32";"31/12/2014 03:32";"31/12/2014 06:18";"31/12/2014 06:18";"Realizado";"  "
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"20/12/2014 05:40";"  ";"20/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"09/12/2014 05:40";"  ";"09/12/2014 06:18";"  ";"Cancelado";"XI"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"09/12/2014 03:32";"09/12/2014 03:32";"09/12/2014 06:18";"09/12/2014 06:18";"Realizado";"  "
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"25/12/2014 03:32";"25/12/2014 03:32";"25/12/2014 06:18";"25/12/2014 06:18";"Realizado";"  "
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"28/12/2014 03:32";"28/12/2014 03:32";"28/12/2014 06:18";"28/12/2014 06:18";"Realizado";"  "
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"02/12/2014 03:32";"02/12/2014 03:32";"02/12/2014 06:18";"02/12/2014 06:18";"Realizado";"  "
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"05/12/2014 03:32";"  ";"05/12/2014 06:18";"  ";"Cancelado";"XN"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"25/12/2014 05:40";"  ";"25/12/2014 06:18";"  ";"Cancelado";"XA"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"02/12/2014 05:40";"  ";"02/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"05/12/2014 05:40";"  ";"05/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"24/12/2014 05:40";"  ";"24/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"27/12/2014 05:40";"  ";"27/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"04/12/2014 05:40";"  ";"04/12/2014 06:18";"  ";"Cancelado";"XI"
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"27/12/2014 03:32";"27/12/2014 03:32";"27/12/2014 06:18";"27/12/2014 06:18";"Realizado";"  "
"GLO";" 1199";"0";"N";"SBSG";"SBGL";"12/12/2014 03:32";"12/12/2014 03:32";"12/12/2014 06:18";"12/12/2014 06:18";"Realizado";"  "
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"12/12/2014 05:40";"  ";"12/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"13/12/2014 05:40";"  ";"13/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"10/12/2014 05:40";"  ";"10/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"23/12/2014 05:40";"  ";"23/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"19/12/2014 05:40";"  ";"19/12/2014 06:18";"  ";"Cancelado";"XI"
"TTL";" 5681";"0";"L";"SBCT";"SBFL";"16/12/2014 05:40";"  ";"16/12/2014 06:18";"  ";"Cancelado";"XI"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"22/12/2014 05:25";"22/12/2014 05:25";"22/12/2014 06:19";"22/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"26/12/2014 05:25";"  ";"26/12/2014 06:19";"  ";"Cancelado";"XN"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"17/12/2014 05:25";"17/12/2014 05:25";"17/12/2014 06:19";"17/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"03/12/2014 05:25";"03/12/2014 05:25";"03/12/2014 06:19";"03/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"30/12/2014 05:25";"  ";"30/12/2014 06:19";"  ";"Cancelado";"XN"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"06/12/2014 05:25";"06/12/2014 05:25";"06/12/2014 06:19";"06/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"31/12/2014 05:25";"  ";"31/12/2014 06:19";"  ";"Cancelado";"XN"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"29/12/2014 05:25";"  ";"29/12/2014 06:19";"  ";"Cancelado";"XN"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"11/12/2014 05:25";"11/12/2014 05:25";"11/12/2014 06:19";"11/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"05/12/2014 05:25";"05/12/2014 05:25";"05/12/2014 06:19";"05/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"09/12/2014 05:25";"09/12/2014 05:25";"09/12/2014 06:19";"09/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"02/12/2014 05:25";"02/12/2014 05:25";"02/12/2014 06:19";"02/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"20/12/2014 05:25";"20/12/2014 05:25";"20/12/2014 06:19";"20/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"25/12/2014 05:25";"  ";"25/12/2014 06:19";"  ";"Cancelado";"XN"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"04/12/2014 05:25";"04/12/2014 05:25";"04/12/2014 06:19";"04/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"27/12/2014 05:25";"  ";"27/12/2014 06:19";"  ";"Cancelado";"XN"
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"13/12/2014 05:25";"13/12/2014 05:25";"13/12/2014 06:19";"13/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"01/12/2014 05:25";"01/12/2014 05:25";"01/12/2014 06:19";"01/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"23/12/2014 05:25";"23/12/2014 05:25";"23/12/2014 06:19";"23/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"08/12/2014 05:25";"08/12/2014 05:25";"08/12/2014 06:19";"08/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"19/12/2014 05:25";"19/12/2014 05:25";"19/12/2014 06:19";"19/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"R";"SBPK";"SBPA";"16/12/2014 05:25";"16/12/2014 05:25";"16/12/2014 06:19";"16/12/2014 06:19";"Realizado";"  "
"AZU";" 5151";"0";"N";"SBPK";"SBPA";"18/12/2014 05:25";"18/12/2014 05:14";"18/12/2014 06:19";"18/12/2014 06:08";"Realizado";"HD"
"AZU";" 5151";"0";"N";"SBPK";"SBPA";"12/12/2014 05:25";"12/12/2014 05:13";"12/12/2014 06:19";"12/12/2014 06:08";"Realizado";"HD"
"AZU";" 5151";"0";"N";"SBPK";"SBPA";"24/12/2014 05:25";"24/12/2014 05:12";"24/12/2014 06:19";"24/12/2014 06:04";"Realizado";"HD"
"AZU";" 5151";"0";"N";"SBPK";"SBPA";"10/12/2014 05:25";"10/12/2014 05:15";"10/12/2014 06:19";"10/12/2014 06:03";"Realizado";"HD"
"AZU";" 5151";"0";"N";"SBPK";"SBPA";"15/12/2014 05:25";"15/12/2014 05:14";"15/12/2014 06:19";"15/12/2014 06:01";"Realizado";"HD"
"GLO";" 1837";"0";"N";"SBBE";"SBMA";"18/12/2014 05:22";"18/12/2014 07:44";"18/12/2014 06:20";"18/12/2014 08:42";"Realizado";"RM"
"TUS";" 8473";"0";"G";"KMIA";"SBCF";"15/12/2014 00:00";"15/12/2014 06:57";"15/12/2014 06:20";"15/12/2014 14:59";"Realizado";"MX"
"AZU";" 8705";"0";"I";"KFLL";"SBKP";"21/12/2014 21:45";"21/12/2014 18:40";"22/12/2014 06:20";"22/12/2014 05:45";"Realizado";"AT"
"AZU";" 8705";"0";"I";"KFLL";"SBKP";"28/12/2014 21:45";"28/12/2014 18:31";"29/12/2014 06:20";"29/12/2014 05:43";"Realizado";"AT"
"AZU";" 8705";"0";"I";"KFLL";"SBKP";"30/12/2014 21:45";"30/12/2014 18:40";"31/12/2014 06:20";"31/12/2014 05:41";"Realizado";"AT"
"GLO";" 1837";"0";"N";"SBBE";"SBMA";"19/12/2014 05:22";"19/12/2014 07:26";"19/12/2014 06:20";"19/12/2014 08:22";"Realizado";"RI"
"GLO";" 1141";"0";"N";"SBLO";"SBSP";"24/12/2014 05:15";"24/12/2014 06:56";"24/12/2014 06:20";"24/12/2014 07:55";"Realizado";"RM"
"GLO";" 1141";"0";"N";"SBLO";"SBSP";"05/12/2014 05:15";"05/12/2014 06:39";"05/12/2014 06:20";"05/12/2014 07:38";"Realizado";"TD"
"GLO";" 1141";"0";"N";"SBLO";"SBSP";"11/12/2014 05:15";"11/12/2014 06:07";"11/12/2014 06:20";"11/12/2014 07:15";"Realizado";"RM"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"16/12/2014 04:00";"16/12/2014 04:40";"16/12/2014 06:20";"16/12/2014 07:15";"Realizado";"MX"
"AZU";" 6989";"0";"N";"SBPJ";"SBGO";"14/12/2014 05:00";"14/12/2014 05:48";"14/12/2014 06:20";"14/12/2014 07:12";"Realizado";"AT"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"28/12/2014 04:00";"28/12/2014 04:39";"28/12/2014 06:20";"28/12/2014 07:08";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"13/12/2014 04:00";"13/12/2014 04:40";"13/12/2014 06:20";"13/12/2014 07:06";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"15/12/2014 04:00";"15/12/2014 04:40";"15/12/2014 06:20";"15/12/2014 07:02";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"06/12/2014 04:00";"06/12/2014 04:38";"06/12/2014 06:20";"06/12/2014 07:02";"Realizado";"MX"
"AZU";" 8705";"0";"I";"KFLL";"SBKP";"03/12/2014 21:45";"03/12/2014 19:34";"04/12/2014 06:20";"04/12/2014 06:58";"Realizado";"AF"
"GLO";" 1141";"0";"N";"SBLO";"SBSP";"23/12/2014 05:15";"23/12/2014 06:03";"23/12/2014 06:20";"23/12/2014 06:58";"Realizado";"WO"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"26/12/2014 04:00";"26/12/2014 04:39";"26/12/2014 06:20";"26/12/2014 06:57";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"01/12/2014 04:00";"01/12/2014 04:30";"01/12/2014 06:20";"01/12/2014 06:57";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"02/12/2014 04:00";"02/12/2014 04:33";"02/12/2014 06:20";"02/12/2014 06:55";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"12/12/2014 04:00";"12/12/2014 04:30";"12/12/2014 06:20";"12/12/2014 06:55";"Realizado";"MX"
"GLO";" 1141";"0";"N";"SBLO";"SBSP";"30/12/2014 05:15";"30/12/2014 05:52";"30/12/2014 06:20";"30/12/2014 06:54";"Realizado";"WO"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"03/12/2014 04:00";"03/12/2014 04:30";"03/12/2014 06:20";"03/12/2014 06:52";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"24/12/2014 04:00";"24/12/2014 04:35";"24/12/2014 06:20";"24/12/2014 06:50";"Realizado";"MA"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"27/12/2014 04:00";"27/12/2014 04:30";"27/12/2014 06:20";"27/12/2014 06:49";"Realizado";"MX"
"GLO";" 1871";"0";"N";"SBCY";"SBGR";"23/12/2014 04:00";"23/12/2014 04:34";"23/12/2014 06:20";"23/12/2014 06:49";"Realizado";"MX"
